<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.06.17	22:00:00	117.497	117.583	117.444	117.535	5047	5388750000	9
2016.06.17	23:00:00	117.535	117.583	117.329	117.329	2968	2945707000	9
2016.06.20	00:00:00	117.362	118.683	117.362	118.531	769	894055000	0
2016.06.20	01:00:00	118.531	118.669	118.202	118.644	4853	7360912000	9
2016.06.20	02:00:00	118.644	118.911	118.319	118.712	7787	8736650000	9
2016.06.20	03:00:00	118.712	119.035	118.599	118.845	12280	15847400000	9
2016.06.20	04:00:00	118.847	118.991	118.705	118.733	8385	11301845000	9
2016.06.20	05:00:00	118.735	118.898	118.696	118.836	6868	11842023000	9
2016.06.20	06:00:00	118.836	118.983	118.759	118.923	6192	11049555000	9
2016.06.20	07:00:00	118.923	119.134	118.922	119.077	6409	9864928000	9
2016.06.20	08:00:00	119.077	119.105	118.826	118.826	6698	8205200000	9
2016.06.20	09:00:00	118.824	118.954	118.637	118.654	10050	10572900000	9
2016.06.20	10:00:00	118.658	118.841	118.447	118.548	13547	14265350000	9
2016.06.20	11:00:00	118.550	118.779	118.487	118.621	13277	14146466000	9
2016.06.20	12:00:00	118.621	118.634	118.279	118.394	10865	11497259000	9
2016.06.20	13:00:00	118.394	118.490	118.308	118.400	9925	10647200000	9
2016.06.20	14:00:00	118.400	118.499	118.369	118.469	8569	8803700000	9
2016.06.20	15:00:00	118.472	118.647	118.456	118.498	10142	9976700000	9
2016.06.20	16:00:00	118.496	118.636	118.409	118.511	12397	12151150000	9
2016.06.20	17:00:00	118.510	118.629	118.357	118.366	12681	14178940000	9
2016.06.20	18:00:00	118.365	118.379	117.992	118.069	11657	14783178000	9
2016.06.20	19:00:00	118.068	118.076	117.848	117.930	6558	13642764000	9
2016.06.20	20:00:00	117.931	117.996	117.567	117.661	8001	9817323000	9
2016.06.20	21:00:00	117.661	117.669	117.481	117.639	6251	6697150000	9
2016.06.20	22:00:00	117.640	117.642	117.438	117.449	5795	6835841000	9
2016.06.20	23:00:00	117.449	117.718	117.344	117.564	4277	4127550000	9
2016.06.21	00:00:00	117.607	117.658	117.314	117.601	2389	2059146000	0
2016.06.21	01:00:00	117.597	117.653	117.541	117.549	5372	8376450000	16
2016.06.21	02:00:00	117.548	117.620	117.473	117.539	3959	5616650000	10
2016.06.21	03:00:00	117.539	117.708	117.306	117.672	10157	14437950000	9
2016.06.21	04:00:00	117.674	118.069	117.642	118.058	8187	10221931000	9
2016.06.21	05:00:00	118.058	118.074	117.735	117.846	8169	11107908000	9
2016.06.21	06:00:00	117.846	117.935	117.777	117.808	5712	6936800000	9
2016.06.21	07:00:00	117.807	118.037	117.799	118.000	4694	5630600000	9
2016.06.21	08:00:00	118.001	118.329	118.001	118.218	8231	9580750000	9
2016.06.21	09:00:00	118.220	118.506	118.211	118.417	8242	8560500000	9
2016.06.21	10:00:00	118.414	118.681	118.381	118.465	10584	9218246000	9
2016.06.21	11:00:00	118.466	118.508	118.250	118.382	9989	9025800000	9
2016.06.21	12:00:00	118.371	118.422	118.199	118.394	8808	9741174000	9
2016.06.21	13:00:00	118.393	118.653	118.382	118.438	8879	8024700000	9
2016.06.21	14:00:00	118.437	118.625	118.346	118.399	9038	11104539000	9
2016.06.21	15:00:00	118.400	118.493	117.891	117.909	11716	30715760000	9
2016.06.21	16:00:00	117.909	118.091	117.492	117.554	13625	13076585000	9
2016.06.21	17:00:00	117.554	117.996	117.506	117.781	14206	13452650000	9
2016.06.21	18:00:00	117.783	117.981	117.664	117.753	11172	10934028000	9
2016.06.21	19:00:00	117.753	117.802	117.604	117.785	6851	6593400000	9
2016.06.21	20:00:00	117.783	118.032	117.759	117.994	6492	5896390000	9
2016.06.21	21:00:00	117.993	118.051	117.918	117.935	6019	5566150000	9
2016.06.21	22:00:00	117.935	118.241	117.875	117.957	7028	7795496000	9
2016.06.21	23:00:00	117.952	118.023	117.770	117.776	3660	3760450000	9
2016.06.22	00:00:00	117.770	117.909	117.703	117.847	1534	2224750000	0
2016.06.22	01:00:00	117.847	117.892	117.738	117.838	3145	5488900000	11
2016.06.22	02:00:00	117.836	117.959	117.739	117.789	3551	5103950000	10
2016.06.22	03:00:00	117.791	117.848	117.483	117.532	8015	11203646000	9
2016.06.22	04:00:00	117.532	117.654	117.422	117.545	8333	9941850000	9
2016.06.22	05:00:00	117.546	117.678	117.432	117.669	6988	7331400000	9
2016.06.22	06:00:00	117.669	117.730	117.602	117.681	5665	7192850000	9
2016.06.22	07:00:00	117.678	117.843	117.669	117.782	5355	6017000000	9
2016.06.22	08:00:00	117.782	117.801	117.608	117.661	6408	6715600000	9
2016.06.22	09:00:00	117.657	117.859	117.618	117.820	7348	7206100000	9
2016.06.22	10:00:00	117.820	117.878	117.564	117.684	10889	11831500000	9
2016.06.22	11:00:00	117.684	117.790	117.648	117.736	9353	9495309000	9
2016.06.22	12:00:00	117.737	118.035	117.649	117.988	8670	8774750000	9
2016.06.22	13:00:00	117.987	118.160	117.953	118.060	7868	7907248000	9
2016.06.22	14:00:00	118.060	118.211	117.936	117.950	8259	9654078000	9
2016.06.22	15:00:00	117.951	118.287	117.894	118.287	9076	10171049000	9
2016.06.22	16:00:00	118.291	118.395	118.146	118.337	10419	10756056000	9
2016.06.22	17:00:00	118.336	118.603	118.101	118.101	12861	13945041000	9
2016.06.22	18:00:00	118.101	118.190	117.817	118.011	11962	12788674000	9
2016.06.22	19:00:00	118.009	118.323	117.988	118.087	7898	9496453000	9
2016.06.22	20:00:00	118.087	118.104	117.887	118.010	8657	11328334000	9
2016.06.22	21:00:00	118.009	118.108	117.922	118.093	6285	7272400000	9
2016.06.22	22:00:00	118.094	118.193	117.970	118.095	5917	6790214000	9
2016.06.22	23:00:00	118.094	118.115	117.899	117.899	4140	3938950000	9
2016.06.23	00:00:00	117.896	119.033	117.843	118.756	2722	2804550000	0
2016.06.23	01:00:00	118.756	118.819	118.471	118.643	5231	8213300000	14
2016.06.23	02:00:00	118.642	118.739	118.498	118.527	3349	6153450000	13
2016.06.23	03:00:00	118.524	118.750	118.404	118.717	6770	12836741000	9
2016.06.23	04:00:00	118.716	118.782	118.525	118.572	5077	7867550000	9
2016.06.23	05:00:00	118.569	118.712	118.565	118.638	4973	9573150000	10
2016.06.23	06:00:00	118.636	118.747	118.619	118.711	4272	7558000000	9
2016.06.23	07:00:00	118.711	118.727	118.582	118.619	4513	8254800000	9
2016.06.23	08:00:00	118.620	118.813	118.600	118.774	5953	10611850000	9
2016.06.23	09:00:00	118.775	118.804	117.947	118.431	8296	9790384000	9
2016.06.23	10:00:00	118.396	118.559	118.193	118.199	7443	8097850000	9
2016.06.23	11:00:00	118.198	118.681	118.198	118.666	7166	6793640000	9
2016.06.23	12:00:00	118.666	119.729	118.607	119.345	12462	12734094000	9
2016.06.23	13:00:00	119.345	120.896	119.315	120.497	13212	18415635000	9
2016.06.23	14:00:00	120.500	120.757	120.101	120.157	9224	9416150000	9
2016.06.23	15:00:00	120.158	120.730	120.158	120.679	10505	19131020000	9
2016.06.23	16:00:00	120.679	120.796	119.918	120.294	12088	19631889000	9
2016.06.23	17:00:00	120.299	120.543	119.938	119.949	13639	16310846000	9
2016.06.23	18:00:00	119.951	120.489	119.865	120.410	9768	10432675000	9
2016.06.23	19:00:00	120.407	120.453	120.001	120.044	6478	7315800000	9
2016.06.23	20:00:00	120.044	120.276	120.028	120.270	4295	5217600000	9
2016.06.23	21:00:00	120.270	120.270	120.050	120.095	4493	5041640000	9
2016.06.23	22:00:00	120.106	120.695	120.001	120.563	5431	6135300000	9
2016.06.23	23:00:00	120.563	120.928	120.401	120.763	6143	5713541000	9
2016.06.24	00:00:00	120.633	121.965	120.207	121.757	5776	8560129000	0
2016.06.24	01:00:00	121.756	121.756	120.581	120.639	6208	8691900000	9
2016.06.24	02:00:00	120.639	120.639	116.436	118.919	12866	15588164000	9
2016.06.24	03:00:00	118.913	119.596	118.193	118.602	7853	14409500000	9
2016.06.24	04:00:00	118.600	118.619	115.523	117.886	12715	17478950000	9
2016.06.24	05:00:00	117.892	118.169	109.426	112.048	17225	23789739000	9
2016.06.24	06:00:00	112.066	113.016	109.458	110.598	16251	28999286000	9
2016.06.24	07:00:00	110.617	112.339	110.224	110.863	13613	21585750000	9
2016.06.24	08:00:00	110.870	112.938	110.694	112.790	11458	17444700000	9
2016.06.24	09:00:00	112.790	113.964	112.597	112.783	14989	19881168000	9
2016.06.24	10:00:00	112.780	115.451	112.731	114.988	15035	14054150000	9
2016.06.24	11:00:00	114.980	115.132	114.093	114.559	11940	11493752000	9
2016.06.24	12:00:00	114.562	114.748	114.156	114.485	12163	12847100000	9
2016.06.24	13:00:00	114.483	114.542	112.696	112.869	13334	15548200000	9
2016.06.24	14:00:00	112.869	113.480	112.808	113.069	12461	15355450000	9
2016.06.24	15:00:00	113.067	113.715	112.911	112.952	13431	16534450000	9
2016.06.24	16:00:00	112.950	113.611	112.697	113.077	15922	19854751000	9
2016.06.24	17:00:00	113.086	114.049	112.964	113.470	15018	19177399000	9
2016.06.24	18:00:00	113.473	113.933	113.394	113.725	12406	18061112000	9
2016.06.24	19:00:00	113.725	114.242	113.488	114.129	8787	16712739000	9
2016.06.24	20:00:00	114.129	114.300	113.959	114.097	6261	6610650000	9
2016.06.24	21:00:00	114.098	114.218	113.596	113.697	7117	9354800000	9
2016.06.24	22:00:00	113.684	113.872	113.354	113.384	6915	9816284000	9
2016.06.24	23:00:00	113.383	113.798	113.196	113.397	3465	3700400000	10
2016.06.27	00:00:00	111.755	112.506	111.734	112.446	1457	2103449000	9
2016.06.27	01:00:00	112.460	113.241	112.445	113.228	7982	9574236000	9
2016.06.27	02:00:00	113.230	113.232	112.296	112.809	9719	9956543000	14
2016.06.27	03:00:00	112.808	113.109	112.534	112.578	12686	13212200000	9
2016.06.27	04:00:00	112.575	112.746	111.704	111.902	11223	10814644000	9
2016.06.27	05:00:00	111.901	112.121	111.696	111.966	7905	8030700000	9
2016.06.27	06:00:00	111.967	112.412	111.967	112.377	7764	8068500000	12
2016.06.27	07:00:00	112.377	112.429	111.644	111.864	8163	8264550000	11
2016.06.27	08:00:00	111.864	112.292	111.843	112.272	8110	8743850000	9
2016.06.27	09:00:00	112.272	112.691	112.028	112.583	12622	11729640000	9
2016.06.27	10:00:00	112.588	113.026	112.578	112.881	15414	16065333000	9
2016.06.27	11:00:00	112.882	113.240	112.536	112.708	15945	13507420000	9
2016.06.27	12:00:00	112.706	112.732	112.142	112.322	15892	13306465000	9
2016.06.27	13:00:00	112.324	112.383	111.715	111.855	14192	10794538000	9
2016.06.27	14:00:00	111.855	112.010	111.366	111.613	11819	9687730000	9
2016.06.27	15:00:00	111.612	111.909	111.410	111.574	15302	13346050000	9
2016.06.27	16:00:00	111.576	112.048	111.542	111.904	16271	14387249000	9
2016.06.27	17:00:00	111.904	112.037	111.522	111.566	16367	12550400000	9
2016.06.27	18:00:00	111.567	112.064	111.471	112.052	14426	11405642000	9
2016.06.27	19:00:00	112.053	112.469	112.008	112.389	11296	7963662000	9
2016.06.27	20:00:00	112.390	112.448	112.096	112.156	9803	7360500000	9
2016.06.27	21:00:00	112.156	112.420	112.083	112.193	9241	7543000000	9
2016.06.27	22:00:00	112.194	112.463	112.160	112.450	8528	6402600000	9
2016.06.27	23:00:00	112.448	112.568	112.396	112.427	4335	3263199000	9
2016.06.28	00:00:00	112.372	112.427	112.221	112.288	1745	1118400000	0
2016.06.28	01:00:00	112.288	112.379	112.256	112.328	4631	6513800000	10
2016.06.28	02:00:00	112.330	112.333	112.101	112.128	3477	4174300000	9
2016.06.28	03:00:00	112.129	112.304	111.983	112.016	8781	11824936000	9
2016.06.28	04:00:00	112.015	112.898	111.917	112.693	11438	16226100000	9
2016.06.28	05:00:00	112.693	112.975	112.546	112.771	8604	14749203000	9
2016.06.28	06:00:00	112.771	112.947	112.682	112.831	7480	11293000000	9
2016.06.28	07:00:00	112.831	112.894	112.619	112.832	6122	9275250000	9
2016.06.28	08:00:00	112.832	112.914	112.642	112.755	7393	12085300000	9
2016.06.28	09:00:00	112.762	113.016	112.520	112.970	10187	14270150000	9
2016.06.28	10:00:00	112.970	113.315	112.820	113.151	14859	14379200000	9
2016.06.28	11:00:00	113.151	113.348	112.829	112.832	11803	15198146000	9
2016.06.28	12:00:00	112.832	113.547	112.832	113.502	11724	14148850000	9
2016.06.28	13:00:00	113.505	113.722	113.392	113.474	12328	13314199000	9
2016.06.28	14:00:00	113.475	113.526	113.252	113.311	9696	12552823000	9
2016.06.28	15:00:00	113.311	113.530	113.212	113.369	12132	13670485000	9
2016.06.28	16:00:00	113.367	113.436	113.132	113.395	13979	14074716000	9
2016.06.28	17:00:00	113.412	113.679	113.347	113.588	14060	13282534000	9
2016.06.28	18:00:00	113.585	113.588	113.318	113.523	13385	14396840000	9
2016.06.28	19:00:00	113.523	113.612	113.394	113.485	9100	9429000000	9
2016.06.28	20:00:00	113.485	113.582	113.377	113.444	6995	8213750000	9
2016.06.28	21:00:00	113.444	113.648	113.385	113.510	6525	5257397000	9
2016.06.28	22:00:00	113.514	113.790	113.514	113.735	7282	6999250000	9
2016.06.28	23:00:00	113.734	113.851	113.674	113.677	3783	3835250000	9
2016.06.29	00:00:00	113.651	113.828	113.645	113.766	2004	1971950000	15
2016.06.29	01:00:00	113.768	113.768	113.550	113.610	3705	5935300000	11
2016.06.29	02:00:00	113.619	113.743	113.603	113.732	2935	4759300000	11
2016.06.29	03:00:00	113.734	113.737	113.134	113.207	9905	11434250000	9
2016.06.29	04:00:00	113.205	113.401	113.016	113.289	9401	11612400000	9
2016.06.29	05:00:00	113.296	113.397	113.194	113.374	6446	8135950000	9
2016.06.29	06:00:00	113.375	113.387	113.216	113.338	6366	8274750000	9
2016.06.29	07:00:00	113.337	113.403	113.181	113.245	6149	7624100000	9
2016.06.29	08:00:00	113.247	113.293	112.956	112.960	7104	7573350000	9
2016.06.29	09:00:00	112.961	113.358	112.940	113.223	8804	9172950000	9
2016.06.29	10:00:00	113.215	113.613	113.048	113.412	13138	12659948000	9
2016.06.29	11:00:00	113.412	113.579	113.219	113.425	11259	10695949000	9
2016.06.29	12:00:00	113.425	113.598	113.361	113.572	11610	11392600000	9
2016.06.29	13:00:00	113.572	113.996	113.565	113.872	11248	11356442000	9
2016.06.29	14:00:00	113.874	113.939	113.636	113.876	11190	13931339000	9
2016.06.29	15:00:00	113.880	114.176	113.761	113.875	12748	14670185000	9
2016.06.29	16:00:00	113.877	114.233	113.774	114.197	13488	13009075000	9
2016.06.29	17:00:00	114.200	114.329	113.808	113.932	13176	13545725000	9
2016.06.29	18:00:00	113.929	114.234	113.919	114.145	11772	13176950000	9
2016.06.29	19:00:00	114.144	114.149	113.955	113.993	8148	9210262000	9
2016.06.29	20:00:00	113.992	114.045	113.868	113.920	7486	9014382000	9
2016.06.29	21:00:00	113.920	113.944	113.859	113.893	5514	7250760000	9
2016.06.29	22:00:00	113.894	114.192	113.894	114.166	6291	7214809000	9
2016.06.29	23:00:00	114.166	114.493	114.149	114.382	4347	3981740000	9
2016.06.30	00:00:00	114.368	114.582	114.354	114.505	2919	3983743000	0
2016.06.30	01:00:00	114.505	114.507	114.329	114.438	3160	4185900000	9
2016.06.30	02:00:00	114.438	114.508	114.296	114.317	3739	4687600000	9
2016.06.30	03:00:00	114.317	114.355	114.121	114.185	8716	9809750000	9
2016.06.30	04:00:00	114.186	114.232	113.969	114.053	7680	10001200000	9
2016.06.30	05:00:00	114.055	114.237	114.039	114.137	6827	8182100000	9
2016.06.30	06:00:00	114.137	114.204	114.000	114.090	5432	6040950000	9
2016.06.30	07:00:00	114.091	114.181	114.030	114.055	5514	6418900000	9
2016.06.30	08:00:00	114.055	114.060	113.801	113.805	8606	9436250000	9
2016.06.30	09:00:00	113.803	114.037	113.705	113.992	11036	12860650000	9
2016.06.30	10:00:00	113.994	114.239	113.596	114.146	13321	13979810000	9
2016.06.30	11:00:00	114.147	114.518	114.109	114.326	12042	15103965000	9
2016.06.30	12:00:00	114.325	114.480	114.203	114.435	13245	16487840000	9
2016.06.30	13:00:00	114.435	114.794	114.389	114.578	11044	14611889000	9
2016.06.30	14:00:00	114.578	114.692	113.991	114.044	11739	14929534000	9
2016.06.30	15:00:00	114.045	114.174	113.841	114.089	12903	13583631000	9
2016.06.30	16:00:00	114.089	114.278	113.942	114.244	13163	15360425000	9
2016.06.30	17:00:00	114.244	114.366	113.967	114.036	15750	23047491000	9
2016.06.30	18:00:00	114.035	114.173	113.385	113.414	17245	21138048000	9
2016.06.30	19:00:00	113.414	114.304	113.334	114.252	15974	18493707000	9
2016.06.30	20:00:00	114.251	114.296	113.893	114.083	9397	14499467000	9
2016.06.30	21:00:00	114.084	114.411	114.021	114.402	8898	9341930000	9
2016.06.30	22:00:00	114.406	114.608	114.380	114.578	7372	8986385000	9
2016.06.30	23:00:00	114.579	114.685	114.475	114.581	4841	3837239000	9
2016.07.01	00:00:00	114.549	114.747	114.537	114.677	1824	1669991000	0
2016.07.01	01:00:00	114.657	114.657	114.485	114.522	4092	6538000000	9
2016.07.01	02:00:00	114.528	114.604	114.436	114.460	4209	5404500000	9
2016.07.01	03:00:00	114.462	114.560	114.255	114.337	8773	12247289000	9
2016.07.01	04:00:00	114.337	114.438	114.224	114.227	7337	8165300000	9
2016.07.01	05:00:00	114.218	114.290	114.162	114.253	5020	5753250000	9
2016.07.01	06:00:00	114.254	114.295	113.997	114.037	5096	6005000000	9
2016.07.01	07:00:00	114.036	114.198	114.031	114.191	5204	6057400000	9
2016.07.01	08:00:00	114.191	114.201	113.908	113.942	6651	7926149000	9
2016.07.01	09:00:00	113.947	114.022	113.671	113.909	9820	10576845000	9
2016.07.01	10:00:00	113.911	114.002	113.713	113.900	13066	12692300000	9
2016.07.01	11:00:00	113.897	114.025	113.734	113.870	11917	12416842000	9
2016.07.01	12:00:00	113.869	114.019	113.806	113.943	9761	11550400000	9
2016.07.01	13:00:00	113.943	114.219	113.876	114.169	9059	14880369000	9
2016.07.01	14:00:00	114.169	114.286	114.024	114.122	10679	12762944000	9
2016.07.01	15:00:00	114.122	114.436	114.093	114.247	10970	12656126000	9
2016.07.01	16:00:00	114.248	114.572	114.242	114.336	11852	12059249000	9
2016.07.01	17:00:00	114.351	114.461	114.126	114.292	14542	16674490000	9
2016.07.01	18:00:00	114.294	114.414	114.220	114.282	10183	11890050000	9
2016.07.01	19:00:00	114.282	114.387	114.125	114.144	8159	9234900000	9
2016.07.01	20:00:00	114.143	114.270	114.005	114.029	6341	7020107000	9
2016.07.01	21:00:00	114.028	114.127	113.976	114.111	4313	4015650000	9
2016.07.01	22:00:00	114.111	114.234	114.074	114.188	4265	4316550000	9
2016.07.01	23:00:00	114.188	114.274	114.145	114.176	2998	2589750000	9
2016.07.04	00:00:00	114.167	114.304	114.099	114.218	1391	1670799000	37
2016.07.04	01:00:00	114.222	114.315	114.154	114.208	3843	5579300000	9
2016.07.04	02:00:00	114.208	114.251	114.001	114.036	3593	4214900000	9
2016.07.04	03:00:00	114.037	114.202	113.980	114.175	7600	7514600000	9
2016.07.04	04:00:00	114.174	114.318	114.168	114.281	7337	8164450000	9
2016.07.04	05:00:00	114.282	114.429	114.278	114.421	7237	7472449000	9
2016.07.04	06:00:00	114.422	114.507	114.397	114.473	4848	4942900000	9
2016.07.04	07:00:00	114.474	114.486	114.343	114.395	5186	5991950000	9
2016.07.04	08:00:00	114.395	114.467	114.294	114.356	5688	6455100000	9
2016.07.04	09:00:00	114.355	114.436	114.175	114.195	7398	8308700000	9
2016.07.04	10:00:00	114.197	114.381	114.184	114.244	9413	10124450000	9
2016.07.04	11:00:00	114.243	114.279	113.955	114.049	9713	10034900000	9
2016.07.04	12:00:00	114.048	114.248	113.990	114.176	7912	8570984000	9
2016.07.04	13:00:00	114.175	114.221	114.120	114.149	6347	7631859000	9
2016.07.04	14:00:00	114.149	114.255	114.108	114.238	6028	6384600000	9
2016.07.04	15:00:00	114.237	114.369	114.175	114.314	6424	7647132000	9
2016.07.04	16:00:00	114.313	114.331	114.203	114.220	7380	7433400000	9
2016.07.04	17:00:00	114.221	114.324	114.162	114.194	6792	6794941000	9
2016.07.04	18:00:00	114.191	114.289	114.138	114.232	5953	5934250000	9
2016.07.04	19:00:00	114.234	114.275	114.211	114.258	3309	3966150000	9
2016.07.04	20:00:00	114.257	114.388	114.256	114.368	4358	5391000000	9
2016.07.04	21:00:00	114.369	114.426	114.339	114.425	2181	2241896000	12
2016.07.04	22:00:00	114.423	114.440	114.349	114.352	3483	3438600000	9
2016.07.04	23:00:00	114.353	114.416	114.332	114.349	3096	2622900000	12
2016.07.05	00:00:00	114.334	114.359	114.275	114.303	924	520400000	0
2016.07.05	01:00:00	114.301	114.347	114.267	114.289	3658	3826100000	15
2016.07.05	02:00:00	114.289	114.336	114.222	114.252	4911	5947300000	9
2016.07.05	03:00:00	114.247	114.254	113.897	113.994	8093	8253450000	9
2016.07.05	04:00:00	113.993	114.015	113.573	113.690	9126	10602750000	9
2016.07.05	05:00:00	113.690	113.725	113.538	113.669	5236	5692700000	9
2016.07.05	06:00:00	113.669	113.755	113.656	113.735	4144	4670500000	9
2016.07.05	07:00:00	113.734	113.749	113.474	113.481	5954	6997300000	9
2016.07.05	08:00:00	113.480	113.700	113.480	113.622	5497	5872160000	9
2016.07.05	09:00:00	113.626	113.668	113.298	113.400	9225	9825332000	9
2016.07.05	10:00:00	113.400	113.961	113.299	113.482	12312	11962626000	9
2016.07.05	11:00:00	113.477	113.529	113.152	113.260	10544	11922216000	9
2016.07.05	12:00:00	113.247	113.418	113.212	113.299	9866	10437450000	9
2016.07.05	13:00:00	113.298	113.597	113.253	113.444	8298	9055600000	9
2016.07.05	14:00:00	113.444	113.623	113.374	113.420	8708	9353250000	9
2016.07.05	15:00:00	113.420	113.598	113.339	113.345	10701	11945011000	9
2016.07.05	16:00:00	113.345	113.501	113.181	113.199	11776	13486670000	9
2016.07.05	17:00:00	113.201	113.215	112.764	112.780	12423	14336162000	9
2016.07.05	18:00:00	112.781	112.904	112.468	112.547	13226	15368262000	9
2016.07.05	19:00:00	112.547	112.692	112.387	112.588	8585	8507350000	9
2016.07.05	20:00:00	112.583	112.626	112.502	112.511	4657	6470100000	9
2016.07.05	21:00:00	112.511	112.542	112.387	112.445	5839	6212400000	9
2016.07.05	22:00:00	112.445	112.595	112.386	112.528	5463	5617850000	9
2016.07.05	23:00:00	112.527	112.693	112.519	112.672	3225	2761950000	9
2016.07.06	00:00:00	112.672	112.673	112.379	112.557	1970	1822900000	0
2016.07.06	01:00:00	112.557	112.594	112.406	112.425	4414	5991900000	12
2016.07.06	02:00:00	112.425	112.447	111.806	111.917	7064	8253150000	9
2016.07.06	03:00:00	111.916	112.073	111.707	111.760	9172	10528840000	9
2016.07.06	04:00:00	111.757	111.805	111.305	111.381	10959	13849536000	9
2016.07.06	05:00:00	111.393	111.395	111.035	111.213	9996	12393596000	9
2016.07.06	06:00:00	111.212	111.681	111.101	111.500	7681	9554000000	9
2016.07.06	07:00:00	111.501	111.618	111.251	111.595	5561	6238850000	9
2016.07.06	08:00:00	111.594	111.798	111.494	111.750	7855	8007700000	9
2016.07.06	09:00:00	111.748	111.997	111.553	111.736	9378	8488700000	9
2016.07.06	10:00:00	111.736	112.024	111.681	111.729	12459	12147189000	9
2016.07.06	11:00:00	111.729	111.869	111.123	111.352	12396	11441184000	9
2016.07.06	12:00:00	111.352	111.383	110.925	111.113	11390	11247773000	9
2016.07.06	13:00:00	111.114	111.131	110.817	110.999	11376	11094300000	9
2016.07.06	14:00:00	110.995	111.401	110.979	111.082	10428	10455049000	9
2016.07.06	15:00:00	111.086	111.734	111.082	111.515	12109	11374299000	9
2016.07.06	16:00:00	111.516	111.839	111.495	111.501	13222	15090331000	9
2016.07.06	17:00:00	111.537	111.835	111.446	111.594	15891	16379138000	9
2016.07.06	18:00:00	111.599	112.044	111.591	112.000	13236	14296032000	9
2016.07.06	19:00:00	112.004	112.504	111.980	112.475	10194	10425742000	9
2016.07.06	20:00:00	112.476	112.556	112.215	112.269	6574	6739485000	9
2016.07.06	21:00:00	112.270	112.598	112.231	112.598	8103	7770350000	9
2016.07.06	22:00:00	112.599	112.599	112.376	112.471	6724	7553600000	9
2016.07.06	23:00:00	112.475	112.536	112.409	112.423	4354	3841050000	9
2016.07.07	00:00:00	112.369	112.506	112.155	112.467	1090	912650000	0
2016.07.07	01:00:00	112.475	112.517	112.118	112.191	4519	4768100000	9
2016.07.07	02:00:00	112.193	112.263	111.990	112.224	5291	6768400000	9
2016.07.07	03:00:00	112.225	112.302	111.875	111.993	8965	8974250000	9
2016.07.07	04:00:00	111.997	112.099	111.579	111.816	8243	9381700000	9
2016.07.07	05:00:00	111.815	111.979	111.705	111.906	5628	5961450000	9
2016.07.07	06:00:00	111.906	112.028	111.896	112.002	4251	5008500000	9
2016.07.07	07:00:00	112.000	112.236	111.983	112.108	6209	6831150000	9
2016.07.07	08:00:00	112.108	112.115	111.661	111.711	7441	8880349000	9
2016.07.07	09:00:00	111.713	111.822	111.493	111.572	8807	8530144000	9
2016.07.07	10:00:00	111.572	111.900	111.555	111.760	10772	10391491000	9
2016.07.07	11:00:00	111.759	112.109	111.686	111.949	10111	9150800000	9
2016.07.07	12:00:00	111.949	112.086	111.803	111.965	9218	9041200000	9
2016.07.07	13:00:00	111.969	112.266	111.909	112.010	9162	9548400000	9
2016.07.07	14:00:00	112.010	112.066	111.766	111.802	8344	7834350000	9
2016.07.07	15:00:00	111.802	112.231	111.757	112.153	10546	10665907000	9
2016.07.07	16:00:00	112.153	112.191	111.994	112.024	11113	10424750000	9
2016.07.07	17:00:00	112.026	112.034	111.565	111.595	12879	13835050000	9
2016.07.07	18:00:00	111.595	111.616	111.291	111.482	12913	14161165000	9
2016.07.07	19:00:00	111.483	111.524	111.259	111.370	7787	8722150000	9
2016.07.07	20:00:00	111.370	111.400	111.212	111.341	6863	7364750000	9
2016.07.07	21:00:00	111.341	111.471	111.283	111.407	6502	6831800000	9
2016.07.07	22:00:00	111.406	111.492	111.333	111.467	5777	6498500000	9
2016.07.07	23:00:00	111.470	111.564	111.340	111.439	3359	3368500000	9
2016.07.08	00:00:00	111.433	111.491	111.409	111.451	1039	877950000	0
2016.07.08	01:00:00	111.451	111.493	111.328	111.351	3491	3747300000	11
2016.07.08	02:00:00	111.351	111.585	111.317	111.473	3883	5066000000	9
2016.07.08	03:00:00	111.465	111.746	111.453	111.705	7517	9031850000	9
2016.07.08	04:00:00	111.705	111.856	111.594	111.768	6730	8464699000	9
2016.07.08	05:00:00	111.771	111.773	111.448	111.535	5714	7276550000	9
2016.07.08	06:00:00	111.537	111.587	111.059	111.224	6339	7700450000	9
2016.07.08	07:00:00	111.228	111.320	111.083	111.315	6766	7618550000	9
2016.07.08	08:00:00	111.315	111.410	111.147	111.286	6463	7093900000	9
2016.07.08	09:00:00	111.286	111.418	111.236	111.411	7199	7850500000	9
2016.07.08	10:00:00	111.411	111.582	111.332	111.432	9943	10234999000	9
2016.07.08	11:00:00	111.433	111.536	111.380	111.405	8240	8009700000	9
2016.07.08	12:00:00	111.405	111.526	111.291	111.292	7751	7382217000	9
2016.07.08	13:00:00	111.291	111.354	111.130	111.182	7754	9147648000	9
2016.07.08	14:00:00	111.181	111.218	111.052	111.093	7937	10108048000	9
2016.07.08	15:00:00	111.093	111.524	111.011	111.083	14227	17305047000	9
2016.07.08	16:00:00	111.082	111.331	110.908	111.291	18640	20009494000	9
2016.07.08	17:00:00	111.291	111.425	110.936	110.961	12897	14058490000	9
2016.07.08	18:00:00	110.961	111.148	110.862	111.087	10942	12429450000	9
