<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.01.02	09:00:00	145.134	145.228	144.959	145.193	5026	0	13
2015.01.02	10:00:00	145.193	145.312	144.985	144.986	6317	0	13
2015.01.02	11:00:00	144.986	145.192	144.893	145.183	6231	0	13
2015.01.02	12:00:00	145.182	145.192	145.009	145.128	4280	0	13
2015.01.02	13:00:00	145.127	145.236	145.118	145.221	4438	0	13
2015.01.02	14:00:00	145.221	145.288	145.163	145.205	4582	0	13
2015.01.02	15:00:00	145.205	145.227	145.061	145.093	5050	0	13
2015.01.02	16:00:00	145.089	145.204	144.979	144.997	6061	0	13
2015.01.02	17:00:00	144.994	145.027	144.347	144.606	8329	0	13
2015.01.02	18:00:00	144.604	144.611	144.126	144.410	6795	0	13
2015.01.02	19:00:00	144.409	144.527	144.356	144.393	4744	0	13
2015.01.02	20:00:00	144.393	144.537	144.373	144.510	3990	0	13
2015.01.02	21:00:00	144.508	144.550	144.455	144.469	3198	0	19
2015.01.02	22:00:00	144.470	144.621	144.421	144.601	3428	0	18
2015.01.02	23:00:00	144.603	144.637	144.543	144.597	2253	0	18
2015.01.05	00:00:00	143.967	144.109	143.136	143.980	6288	0	20
2015.01.05	01:00:00	143.982	144.017	143.678	143.828	5593	0	20
2015.01.05	02:00:00	143.829	144.029	143.642	143.861	6892	0	18
2015.01.05	03:00:00	143.859	143.938	143.755	143.928	5359	0	18
2015.01.05	04:00:00	143.927	143.953	143.807	143.868	3778	0	18
2015.01.05	05:00:00	143.866	144.054	143.807	144.034	4416	0	19
2015.01.05	06:00:00	144.033	144.055	143.850	143.935	3671	0	18
2015.01.05	07:00:00	143.933	144.000	143.606	143.692	4427	0	13
2015.01.05	08:00:00	143.693	143.853	143.637	143.821	4631	0	13
2015.01.05	09:00:00	143.822	144.044	143.760	143.916	5995	0	13
2015.01.05	10:00:00	143.915	144.152	143.875	143.881	7561	0	13
2015.01.05	11:00:00	143.882	143.888	143.631	143.703	6982	0	13
2015.01.05	12:00:00	143.702	143.702	143.403	143.469	6977	0	13
2015.01.05	13:00:00	143.468	143.529	143.107	143.182	6637	0	13
2015.01.05	14:00:00	143.184	143.206	142.895	142.977	6910	0	13
2015.01.05	15:00:00	142.978	143.014	142.727	142.739	7943	0	13
2015.01.05	16:00:00	142.740	142.813	142.548	142.587	8497	0	14
2015.01.05	17:00:00	142.589	142.764	142.297	142.744	8579	0	15
2015.01.05	18:00:00	142.740	142.756	142.550	142.591	7358	0	13
2015.01.05	19:00:00	142.593	142.759	142.554	142.610	5437	0	13
2015.01.05	20:00:00	142.608	142.848	142.513	142.837	5302	0	13
2015.01.05	21:00:00	142.838	142.839	142.653	142.702	4104	0	18
2015.01.05	22:00:00	142.703	142.958	142.643	142.821	4116	0	19
2015.01.05	23:00:00	142.822	142.833	142.696	142.731	2336	0	18
2015.01.06	00:00:00	142.732	142.766	142.275	142.332	4001	0	18
2015.01.06	01:00:00	142.332	142.625	142.331	142.553	3670	0	18
2015.01.06	02:00:00	142.554	142.671	142.298	142.314	4567	0	18
2015.01.06	03:00:00	142.315	142.633	142.314	142.621	4164	0	14
2015.01.06	04:00:00	142.621	142.621	142.382	142.551	4367	0	19
2015.01.06	05:00:00	142.552	142.565	142.459	142.482	3246	0	19
2015.01.06	06:00:00	142.480	142.480	142.257	142.467	3860	0	19
2015.01.06	07:00:00	142.469	142.472	142.149	142.237	5375	0	13
2015.01.06	08:00:00	142.237	142.332	142.009	142.075	5704	0	13
2015.01.06	09:00:00	142.076	142.407	142.062	142.304	6603	0	13
2015.01.06	10:00:00	142.304	142.343	141.695	141.993	8190	0	13
2015.01.06	11:00:00	141.993	142.001	141.399	141.503	7931	0	13
2015.01.06	12:00:00	141.503	141.549	141.372	141.544	6768	0	13
2015.01.06	13:00:00	141.544	141.966	141.539	141.871	7024	0	13
2015.01.06	14:00:00	141.871	142.005	141.612	141.751	6913	0	13
2015.01.06	15:00:00	141.752	141.837	141.532	141.694	7525	0	13
2015.01.06	16:00:00	141.696	141.805	141.425	141.502	7596	0	13
2015.01.06	17:00:00	141.502	141.805	141.414	141.483	9122	0	14
2015.01.06	18:00:00	141.483	141.635	141.100	141.109	9379	0	13
2015.01.06	19:00:00	141.107	141.444	141.065	141.248	8423	0	13
2015.01.06	20:00:00	141.246	141.257	140.891	141.249	7466	0	13
2015.01.06	21:00:00	141.249	141.435	141.109	141.309	6003	0	19
2015.01.06	22:00:00	141.310	141.364	140.992	140.992	6724	0	19
2015.01.06	23:00:00	140.991	141.028	140.728	140.742	3261	0	18
2015.01.07	00:00:00	140.741	140.888	140.559	140.788	5504	0	21
2015.01.07	01:00:00	140.789	140.961	140.710	140.869	3822	0	19
2015.01.07	02:00:00	140.870	141.085	140.867	140.945	4748	0	18
2015.01.07	03:00:00	140.950	141.330	140.940	141.330	4801	0	18
2015.01.07	04:00:00	141.331	141.493	141.311	141.327	3755	0	18
2015.01.07	05:00:00	141.328	141.351	141.170	141.337	3469	0	19
2015.01.07	06:00:00	141.336	141.416	141.283	141.366	3046	0	18
2015.01.07	07:00:00	141.364	141.406	141.112	141.195	4413	0	13
2015.01.07	08:00:00	141.195	141.297	141.111	141.254	5133	0	13
2015.01.07	09:00:00	141.254	141.659	141.203	141.537	6799	0	13
2015.01.07	10:00:00	141.538	141.580	141.283	141.313	7750	0	13
2015.01.07	11:00:00	141.315	141.349	140.818	140.848	7509	0	13
2015.01.07	12:00:00	140.849	141.293	140.820	141.193	8457	0	15
2015.01.07	13:00:00	141.192	141.201	140.787	140.820	7546	0	13
2015.01.07	14:00:00	140.821	141.152	140.819	141.046	6874	0	13
2015.01.07	15:00:00	141.047	141.349	141.009	141.251	8190	0	13
2015.01.07	16:00:00	141.254	141.287	141.012	141.233	8223	0	13
2015.01.07	17:00:00	141.234	141.430	140.952	140.967	8480	0	13
2015.01.07	18:00:00	140.969	141.332	140.903	141.278	8224	0	13
2015.01.07	19:00:00	141.281	141.346	141.205	141.337	6238	0	13
2015.01.07	20:00:00	141.336	141.364	141.032	141.108	5690	0	13
2015.01.07	21:00:00	141.116	141.200	140.919	140.943	8419	0	18
2015.01.07	22:00:00	140.940	141.110	140.937	140.986	5438	0	19
2015.01.07	23:00:00	140.986	141.189	140.932	141.173	2914	0	18
2015.01.08	00:00:00	141.175	141.254	141.088	141.196	3341	0	18
2015.01.08	01:00:00	141.192	141.308	141.109	141.147	4072	0	19
2015.01.08	02:00:00	141.147	141.418	141.106	141.398	4907	0	18
2015.01.08	03:00:00	141.400	141.591	141.315	141.533	5136	0	19
2015.01.08	04:00:00	141.533	141.592	141.440	141.517	4031	0	19
2015.01.08	05:00:00	141.517	141.669	141.502	141.546	4138	0	19
2015.01.08	06:00:00	141.545	141.659	141.499	141.560	3599	0	19
2015.01.08	07:00:00	141.560	141.592	141.448	141.498	4340	0	13
2015.01.08	08:00:00	141.498	141.716	141.489	141.687	4607	0	13
2015.01.08	09:00:00	141.688	141.703	141.534	141.610	6340	0	13
2015.01.08	10:00:00	141.605	141.610	141.204	141.229	6956	0	13
2015.01.08	11:00:00	141.228	141.429	141.066	141.067	6816	0	13
2015.01.08	12:00:00	141.070	141.138	140.956	141.026	7006	0	13
2015.01.08	13:00:00	141.027	141.099	140.911	141.047	6091	0	13
2015.01.08	14:00:00	141.045	141.109	140.914	140.987	6623	0	13
2015.01.08	15:00:00	140.988	141.033	140.702	140.800	7529	0	13
2015.01.08	16:00:00	140.801	141.015	140.742	141.015	7854	0	13
2015.01.08	17:00:00	141.017	141.172	140.817	141.126	8204	0	13
2015.01.08	18:00:00	141.127	141.303	141.075	141.144	7216	0	13
2015.01.08	19:00:00	141.142	141.236	141.068	141.236	5632	0	13
2015.01.08	20:00:00	141.237	141.333	141.122	141.125	4833	0	13
2015.01.08	21:00:00	141.124	141.151	140.957	141.015	4621	0	19
2015.01.08	22:00:00	141.016	141.114	141.010	141.033	3572	0	19
2015.01.08	23:00:00	141.034	141.153	141.021	141.060	2415	0	18
2015.01.09	00:00:00	141.063	141.269	141.063	141.163	3589	0	18
2015.01.09	01:00:00	141.170	141.322	141.148	141.257	4652	0	19
2015.01.09	02:00:00	141.258	141.356	141.201	141.325	4115	0	18
2015.01.09	03:00:00	141.324	141.324	141.073	141.101	5357	0	19
2015.01.09	04:00:00	141.101	141.189	140.998	141.066	4478	0	19
2015.01.09	05:00:00	141.065	141.163	141.039	141.099	3081	0	19
2015.01.09	06:00:00	141.098	141.098	140.872	140.887	4253	0	19
2015.01.09	07:00:00	140.889	140.939	140.756	140.930	5060	0	13
2015.01.09	08:00:00	140.930	140.963	140.842	140.842	4596	0	13
2015.01.09	09:00:00	140.841	140.876	140.763	140.851	5729	0	13
2015.01.09	10:00:00	140.850	140.970	140.769	140.942	6775	0	13
2015.01.09	11:00:00	140.938	141.105	140.864	140.992	7103	0	13
2015.01.09	12:00:00	141.000	141.031	140.767	140.829	6890	0	13
2015.01.09	13:00:00	140.828	140.984	140.803	140.837	6365	0	13
2015.01.09	14:00:00	140.838	140.929	140.811	140.841	6039	0	13
2015.01.09	15:00:00	140.841	140.972	140.392	140.859	9577	0	13
2015.01.09	16:00:00	140.860	140.959	140.313	140.401	9694	0	14
2015.01.09	17:00:00	140.405	140.685	140.317	140.642	10151	0	13
2015.01.09	18:00:00	140.640	140.660	140.180	140.363	9022	0	13
2015.01.09	19:00:00	140.364	140.448	140.249	140.262	6145	0	13
2015.01.09	20:00:00	140.263	140.417	140.263	140.307	5550	0	13
2015.01.09	21:00:00	140.309	140.401	140.266	140.395	4762	0	19
2015.01.09	22:00:00	140.396	140.510	140.326	140.404	4557	0	19
2015.01.09	23:00:00	140.403	140.423	140.245	140.274	3115	0	18
2015.01.12	00:00:00	140.184	140.411	140.101	140.392	3213	0	24
2015.01.12	01:00:00	140.394	140.394	140.162	140.331	3666	0	18
2015.01.12	02:00:00	140.334	140.419	140.277	140.379	3695	0	18
2015.01.12	03:00:00	140.380	140.405	140.280	140.361	3524	0	18
2015.01.12	04:00:00	140.361	140.466	140.254	140.260	3339	0	18
2015.01.12	05:00:00	140.260	140.316	140.189	140.238	3896	0	18
2015.01.12	06:00:00	140.237	140.274	140.161	140.181	2482	0	18
2015.01.12	07:00:00	140.182	140.182	140.018	140.106	4201	0	13
2015.01.12	08:00:00	140.107	140.292	140.098	140.216	4589	0	13
2015.01.12	09:00:00	140.216	140.378	140.183	140.248	5327	0	13
2015.01.12	10:00:00	140.250	140.457	140.161	140.277	8145	0	13
2015.01.12	11:00:00	140.272	140.727	140.268	140.727	7597	0	13
2015.01.12	12:00:00	140.728	140.870	140.559	140.569	7150	0	13
2015.01.12	13:00:00	140.569	140.807	140.527	140.681	5721	0	13
2015.01.12	14:00:00	140.681	140.687	140.453	140.517	6210	0	13
2015.01.12	15:00:00	140.518	140.604	140.346	140.527	7327	0	13
2015.01.12	16:00:00	140.528	140.536	140.052	140.136	8084	0	15
2015.01.12	17:00:00	140.133	140.241	139.977	140.197	8709	0	13
2015.01.12	18:00:00	140.199	140.267	139.883	139.985	7334	0	15
2015.01.12	19:00:00	139.985	140.018	139.749	139.896	5918	0	13
2015.01.12	20:00:00	139.895	140.112	139.805	140.054	5985	0	13
2015.01.12	21:00:00	140.058	140.140	140.026	140.099	4148	0	19
2015.01.12	22:00:00	140.098	140.133	139.992	140.072	4116	0	18
2015.01.12	23:00:00	140.072	140.089	139.938	140.023	2373	0	18
2015.01.13	00:00:00	140.028	140.088	139.979	140.008	3120	0	18
2015.01.13	01:00:00	140.008	140.153	139.954	140.007	3704	0	19
2015.01.13	02:00:00	140.009	140.009	139.499	139.524	6568	0	19
2015.01.13	03:00:00	139.525	139.666	139.448	139.590	6180	0	19
2015.01.13	04:00:00	139.586	139.769	139.516	139.719	4525	0	18
2015.01.13	05:00:00	139.718	139.837	139.646	139.747	4028	0	18
2015.01.13	06:00:00	139.750	140.093	139.701	140.087	5259	0	18
2015.01.13	07:00:00	140.088	140.383	139.965	140.345	5872	0	13
2015.01.13	08:00:00	140.350	140.498	140.275	140.382	5771	0	13
2015.01.13	09:00:00	140.382	140.383	140.073	140.110	7106	0	13
2015.01.13	10:00:00	140.110	140.186	139.779	139.864	7841	0	13
2015.01.13	11:00:00	139.865	139.996	139.727	139.960	7950	0	13
2015.01.13	12:00:00	139.958	139.997	139.750	139.790	6815	0	13
2015.01.13	13:00:00	139.790	139.926	139.745	139.883	6505	0	13
2015.01.13	14:00:00	139.884	139.911	139.545	139.548	6793	0	13
2015.01.13	15:00:00	139.550	139.638	139.344	139.414	7082	0	13
2015.01.13	16:00:00	139.417	139.709	139.403	139.524	8084	0	13
2015.01.13	17:00:00	139.523	139.785	139.328	139.600	8249	0	13
2015.01.13	18:00:00	139.603	139.635	139.178	139.178	7761	0	13
2015.01.13	19:00:00	139.180	139.190	138.978	139.004	6785	0	13
2015.01.13	20:00:00	139.003	139.107	138.402	138.487	8163	0	13
2015.01.13	21:00:00	138.488	138.674	138.312	138.468	7249	0	18
2015.01.13	22:00:00	138.469	138.816	138.434	138.704	6430	0	19
2015.01.13	23:00:00	138.702	138.868	138.665	138.803	3010	0	18
2015.01.14	00:00:00	138.800	138.890	138.655	138.819	3299	0	18
2015.01.14	01:00:00	138.822	138.890	138.597	138.738	4200	0	19
2015.01.14	02:00:00	138.740	138.860	138.362	138.502	7213	0	19
2015.01.14	03:00:00	138.501	138.632	138.340	138.404	5884	0	18
2015.01.14	04:00:00	138.403	138.494	138.198	138.346	5963	0	18
2015.01.14	05:00:00	138.345	138.366	138.150	138.339	4689	0	19
2015.01.14	06:00:00	138.340	138.433	138.179	138.203	4478	0	19
2015.01.14	07:00:00	138.204	138.288	137.984	138.103	6324	0	13
2015.01.14	08:00:00	138.097	138.159	137.634	137.812	6885	0	13
2015.01.14	09:00:00	137.812	138.419	137.793	138.149	7263	0	13
2015.01.14	10:00:00	138.153	138.162	137.552	137.576	9241	0	13
2015.01.14	11:00:00	137.577	137.652	136.996	137.423	8725	0	13
2015.01.14	12:00:00	137.420	137.673	137.420	137.559	7122	0	13
2015.01.14	13:00:00	137.560	137.589	137.152	137.360	7432	0	13
2015.01.14	14:00:00	137.362	137.545	137.312	137.420	7061	0	13
2015.01.14	15:00:00	137.418	137.637	137.276	137.540	9418	0	13
2015.01.14	16:00:00	137.541	137.730	137.448	137.475	9309	0	13
2015.01.14	17:00:00	137.477	137.789	137.302	137.773	8690	0	13
2015.01.14	18:00:00	137.776	137.878	137.717	137.856	8023	0	13
2015.01.14	19:00:00	137.857	138.008	137.775	137.950	6900	0	13
2015.01.14	20:00:00	137.951	138.045	137.758	137.860	6765	0	13
2015.01.14	21:00:00	137.859	138.247	137.841	138.090	6153	0	19
2015.01.14	22:00:00	138.088	138.378	138.088	138.267	5706	0	19
2015.01.14	23:00:00	138.263	138.336	138.242	138.307	2655	0	18
2015.01.15	00:00:00	138.309	138.318	138.075	138.225	3311	0	18
2015.01.15	01:00:00	138.228	138.430	138.167	138.377	4007	0	19
2015.01.15	02:00:00	138.377	138.589	138.281	138.548	5841	0	18
2015.01.15	03:00:00	138.550	138.645	138.458	138.586	4959	0	19
2015.01.15	04:00:00	138.587	138.782	138.570	138.692	4525	0	18
2015.01.15	05:00:00	138.693	138.716	138.555	138.665	3549	0	18
2015.01.15	06:00:00	138.670	138.699	138.507	138.574	3496	0	18
2015.01.15	07:00:00	138.575	138.688	138.502	138.572	4845	0	13
2015.01.15	08:00:00	138.572	138.733	138.527	138.582	5236	0	13
2015.01.15	09:00:00	138.582	138.667	138.459	138.578	6514	0	13
2015.01.15	10:00:00	138.577	138.671	138.232	138.265	7337	0	13
2015.01.15	11:00:00	138.265	138.335	135.697	137.123	9252	0	13
2015.01.15	12:00:00	137.117	137.512	136.215	136.439	11569	0	13
2015.01.15	13:00:00	136.446	136.595	136.006	136.261	10458	0	13
2015.01.15	14:00:00	136.265	136.835	136.202	136.728	10201	0	13
2015.01.15	15:00:00	136.730	136.833	136.335	136.774	9744	0	13
2015.01.15	16:00:00	136.778	136.857	135.742	135.820	10165	0	13
2015.01.15	17:00:00	135.819	136.279	135.391	135.398	10284	0	13
2015.01.15	18:00:00	135.399	135.804	135.304	135.596	9253	0	13
2015.01.15	19:00:00	135.599	135.691	135.043	135.397	8427	0	13
2015.01.15	20:00:00	135.396	135.668	135.214	135.231	7541	0	13
2015.01.15	21:00:00	135.229	135.450	135.196	135.312	6164	0	18
2015.01.15	22:00:00	135.313	135.333	135.089	135.127	5842	0	19
2015.01.15	23:00:00	135.118	135.247	134.993	135.090	5290	0	19
2015.01.16	00:00:00	135.081	135.198	134.695	135.072	4915	0	18
2015.01.16	01:00:00	135.073	135.418	135.030	135.134	5923	0	22
2015.01.16	02:00:00	135.136	135.325	134.893	135.140	7130	0	18
2015.01.16	03:00:00	135.137	135.314	134.969	135.059	5997	0	19
2015.01.16	04:00:00	135.059	135.165	134.796	134.893	6788	0	18
2015.01.16	05:00:00	134.894	135.370	134.894	135.284	5584	0	19
2015.01.16	06:00:00	135.288	135.480	135.159	135.403	4317	0	18
2015.01.16	07:00:00	135.403	135.463	135.206	135.395	5667	0	13
2015.01.16	08:00:00	135.394	135.821	135.394	135.559	6478	0	13
2015.01.16	09:00:00	135.560	135.938	135.488	135.519	7419	0	13
2015.01.16	10:00:00	135.520	135.840	135.328	135.348	7644	0	13
2015.01.16	11:00:00	135.349	135.514	135.197	135.362	7291	0	13
2015.01.16	12:00:00	135.363	135.509	135.194	135.217	7448	0	13
2015.01.16	13:00:00	135.215	135.317	135.061	135.262	6744	0	13
2015.01.16	14:00:00	135.260	135.318	134.922	135.086	6438	0	13
2015.01.16	15:00:00	135.086	135.400	134.964	135.164	8007	0	16
2015.01.16	16:00:00	135.164	135.286	134.849	135.174	11030	0	14
2015.01.16	17:00:00	135.173	135.447	134.889	135.203	11385	0	15
2015.01.16	18:00:00	135.204	135.400	135.157	135.255	9414	0	13
2015.01.16	19:00:00	135.256	135.734	135.230	135.731	7504	0	15
2015.01.16	20:00:00	135.732	135.822	135.513	135.647	6496	0	13
2015.01.16	21:00:00	135.649	136.124	135.497	136.085	4708	0	21
2015.01.16	22:00:00	136.084	136.171	135.878	136.045	4901	0	18
2015.01.16	23:00:00	136.045	136.083	135.751	135.887	4263	0	18
2015.01.19	00:00:00	135.691	135.786	135.654	135.786	1983	0	13
2015.01.19	01:00:00	135.791	136.046	135.736	135.950	4152	0	12
2015.01.19	02:00:00	135.952	135.988	135.709	135.794	4790	0	12
2015.01.19	03:00:00	135.794	135.801	135.308	135.553	5129	0	14
2015.01.19	04:00:00	135.550	135.610	135.376	135.397	4066	0	14
2015.01.19	05:00:00	135.398	135.414	135.129	135.388	4188	0	13
2015.01.19	06:00:00	135.394	135.440	135.156	135.306	3745	0	10
2015.01.19	07:00:00	135.293	135.493	135.237	135.388	3928	0	13
2015.01.19	08:00:00	135.402	135.494	135.283	135.492	4584	0	12
2015.01.19	09:00:00	135.440	135.662	135.381	135.429	5231	0	8
2015.01.19	10:00:00	135.424	135.962	135.327	135.760	5208	0	10
2015.01.19	11:00:00	135.759	136.357	135.728	136.164	3706	0	16
2015.01.19	12:00:00	136.162	136.164	135.922	136.043	2997	0	16
2015.01.19	13:00:00	136.039	136.172	135.908	136.043	3104	0	19
2015.01.19	14:00:00	136.046	136.287	136.040	136.194	2846	0	14
2015.01.19	15:00:00	136.197	136.389	136.197	136.364	3090	0	16
2015.01.19	16:00:00	136.366	136.577	136.285	136.549	3020	0	13
2015.01.19	17:00:00	136.548	136.814	136.446	136.698	2999	0	16
2015.01.19	18:00:00	136.695	136.732	136.504	136.549	2378	0	15
2015.01.19	19:00:00	136.551	136.632	136.348	136.427	1881	0	10
2015.01.19	20:00:00	136.429	136.508	136.358	136.502	1469	0	16
2015.01.19	21:00:00	136.507	136.662	136.479	136.610	1179	0	8
2015.01.19	22:00:00	136.609	136.637	136.402	136.481	1444	0	23
2015.01.19	23:00:00	136.483	136.594	136.356	136.402	1664	0	27
2015.01.20	00:00:00	136.434	136.543	136.407	136.518	864	0	29
2015.01.20	01:00:00	136.521	136.697	136.422	136.504	1970	0	25
2015.01.20	02:00:00	136.510	136.664	136.486	136.610	2420	0	25
2015.01.20	03:00:00	136.602	136.878	136.542	136.854	3042	0	24
2015.01.20	04:00:00	136.854	137.091	136.780	136.939	2511	0	21
2015.01.20	05:00:00	136.944	136.949	136.701	136.875	1633	0	19
2015.01.20	06:00:00	136.878	136.918	136.771	136.883	1179	0	18
2015.01.20	07:00:00	136.886	137.027	136.857	137.024	2144	0	14
2015.01.20	08:00:00	137.023	137.201	136.960	137.031	2824	0	14
2015.01.20	09:00:00	137.030	137.247	136.891	137.066	3835	0	15
2015.01.20	10:00:00	137.065	137.065	136.597	136.828	4315	0	18
2015.01.20	11:00:00	136.827	137.278	136.747	137.230	4124	0	19
2015.01.20	12:00:00	137.237	137.565	137.076	137.386	4030	0	15
2015.01.20	13:00:00	137.385	137.525	137.240	137.454	3654	0	13
2015.01.20	14:00:00	137.455	137.626	137.404	137.552	3285	0	15
2015.01.20	15:00:00	137.551	137.607	137.354	137.499	3824	0	16
2015.01.20	16:00:00	137.499	137.523	137.025	137.259	4888	0	14
2015.01.20	17:00:00	137.257	137.322	136.942	136.955	5538	0	20
2015.01.20	18:00:00	136.952	137.084	136.856	136.935	4547	0	17
2015.01.20	19:00:00	136.931	137.157	136.911	137.058	3294	0	15
2015.01.20	20:00:00	137.054	137.245	136.951	137.184	2743	0	16
2015.01.20	21:00:00	137.181	137.254	137.118	137.241	1989	0	8
2015.01.20	22:00:00	137.238	137.241	137.055	137.095	1986	0	24
2015.01.20	23:00:00	137.092	137.277	137.068	137.188	1292	0	18
2015.01.21	00:00:00	137.190	137.276	137.105	137.110	1103	0	26
2015.01.21	01:00:00	137.114	137.165	136.972	136.988	1530	0	20
2015.01.21	02:00:00	136.985	137.101	136.937	136.988	2609	0	18
2015.01.21	03:00:00	136.987	137.066	136.898	136.920	2099	0	18
2015.01.21	04:00:00	136.921	137.012	136.632	136.823	2365	0	18
2015.01.21	05:00:00	136.824	136.955	136.148	136.175	4027	0	23
2015.01.21	06:00:00	136.177	136.402	136.147	136.282	3045	0	18
2015.01.21	07:00:00	136.278	136.406	136.183	136.392	2242	0	16
2015.01.21	08:00:00	136.390	136.445	135.842	135.979	3537	0	16
2015.01.21	09:00:00	135.979	136.118	135.834	135.969	3697	0	17
2015.01.21	10:00:00	135.970	136.396	135.930	136.362	4323	0	16
2015.01.21	11:00:00	136.363	136.442	136.112	136.185	3852	0	20
2015.01.21	12:00:00	136.176	136.488	136.147	136.185	3276	0	15
2015.01.21	13:00:00	136.186	136.205	136.034	136.034	3210	0	15
2015.01.21	14:00:00	136.035	136.213	135.901	136.147	3231	0	15
2015.01.21	15:00:00	136.146	136.428	135.947	136.401	5397	0	17
2015.01.21	16:00:00	136.400	136.874	135.797	136.659	7202	0	14
2015.01.21	17:00:00	136.656	136.889	136.233	136.417	7554	0	18
2015.01.21	18:00:00	136.418	136.628	136.389	136.523	4993	0	20
2015.01.21	19:00:00	136.521	136.802	136.453	136.569	4027	0	16
2015.01.21	20:00:00	136.570	136.573	136.367	136.437	3003	0	16
2015.01.21	21:00:00	136.438	136.714	136.370	136.710	2230	0	24
2015.01.21	22:00:00	136.706	136.716	136.459	136.512	1986	0	23
2015.01.21	23:00:00	136.514	136.943	136.495	136.927	1298	0	19
2015.01.22	00:00:00	136.960	136.989	136.786	136.941	1182	0	23
2015.01.22	01:00:00	136.944	137.032	136.836	136.866	1492	0	20
2015.01.22	02:00:00	136.867	137.033	136.789	136.937	2462	0	16
2015.01.22	03:00:00	136.939	136.954	136.757	136.891	1925	0	21
2015.01.22	04:00:00	136.890	137.026	136.865	137.025	1744	0	19
2015.01.22	05:00:00	137.028	137.297	137.027	137.244	1838	0	23
2015.01.22	06:00:00	137.243	137.272	136.946	136.982	1497	0	18
2015.01.22	07:00:00	136.988	137.052	136.915	136.988	2078	0	13
2015.01.22	08:00:00	136.991	137.108	136.808	136.858	2256	0	14
2015.01.22	09:00:00	136.861	136.905	136.534	136.591	3511	0	13
2015.01.22	10:00:00	136.598	136.981	136.586	136.757	4592	0	17
2015.01.22	11:00:00	136.755	136.978	136.668	136.769	3686	0	17
2015.01.22	12:00:00	136.770	136.910	136.626	136.836	3618	0	17
2015.01.22	13:00:00	136.830	136.963	136.741	136.781	3325	0	17
2015.01.22	14:00:00	136.782	136.924	136.229	136.840	4628	0	29
2015.01.22	15:00:00	136.838	136.859	135.835	136.091	7552	0	33
2015.01.22	16:00:00	136.103	136.117	134.486	134.590	9115	0	20
2015.01.22	17:00:00	134.591	134.970	134.494	134.636	7177	0	15
2015.01.22	18:00:00	134.640	134.814	134.313	134.592	4910	0	17
2015.01.22	19:00:00	134.594	134.639	134.282	134.459	4647	0	17
2015.01.22	20:00:00	134.460	134.621	134.314	134.552	3765	0	16
2015.01.22	21:00:00	134.553	134.738	134.510	134.679	2463	0	20
2015.01.22	22:00:00	134.677	134.806	134.596	134.669	2870	0	23
2015.01.22	23:00:00	134.666	134.674	134.210	134.629	3096	0	25
2015.01.23	00:00:00	134.622	134.866	134.524	134.866	1627	0	20
2015.01.23	01:00:00	134.861	135.043	134.662	134.689	2402	0	24
2015.01.23	02:00:00	134.690	134.843	134.392	134.624	3324	0	24
2015.01.23	03:00:00	134.627	134.695	134.525	134.650	2613	0	23
2015.01.23	04:00:00	134.652	134.681	134.379	134.516	1998	0	18
2015.01.23	05:00:00	134.520	134.605	134.453	134.518	1311	0	19
2015.01.23	06:00:00	134.519	134.594	134.470	134.519	1528	0	20
2015.01.23	07:00:00	134.518	134.535	134.148	134.168	3319	0	17
2015.01.23	08:00:00	134.171	134.225	133.931	134.065	3363	0	17
2015.01.23	09:00:00	134.062	134.273	134.027	134.092	3880	0	16
2015.01.23	10:00:00	134.091	134.217	133.203	133.356	6237	0	20
2015.01.23	11:00:00	133.367	133.559	133.000	133.032	6199	0	21
2015.01.23	12:00:00	133.036	133.164	132.723	132.817	4526	0	20
2015.01.23	13:00:00	132.818	133.013	131.841	131.841	4417	0	19
2015.01.23	14:00:00	131.853	132.323	130.916	132.146	7367	0	18
2015.01.23	15:00:00	132.145	132.488	131.864	132.446	6399	0	19
2015.01.23	16:00:00	132.454	132.708	132.056	132.346	6698	0	20
2015.01.23	17:00:00	132.348	132.775	132.293	132.526	6935	0	20
2015.01.23	18:00:00	132.519	132.971	132.495	132.851	5035	0	19
2015.01.23	19:00:00	132.850	132.951	132.579	132.625	3321	0	19
2015.01.23	20:00:00	132.623	132.642	132.073	132.083	3286	0	13
2015.01.23	21:00:00	132.087	132.451	132.084	132.420	2421	0	24
2015.01.23	22:00:00	132.419	132.458	132.022	132.028	2080	0	25
2015.01.23	23:00:00	132.029	132.332	131.911	131.924	1695	0	25
2015.01.26	00:00:00	131.011	131.249	130.948	131.074	1790	0	32
2015.01.26	01:00:00	131.085	131.139	130.138	130.821	3664	0	22
2015.01.26	02:00:00	130.823	131.878	130.737	131.348	4819	0	26
2015.01.26	03:00:00	131.343	131.678	131.306	131.494	2569	0	24
2015.01.26	04:00:00	131.494	131.561	131.136	131.183	2004	0	21
2015.01.26	05:00:00	131.187	131.457	131.162	131.390	1952	0	20
2015.01.26	06:00:00	131.393	131.505	131.321	131.408	1318	0	18
2015.01.26	07:00:00	131.411	131.679	131.411	131.599	2198	0	13
2015.01.26	08:00:00	131.604	132.361	131.589	132.263	3380	0	13
2015.01.26	09:00:00	132.260	132.809	132.140	132.801	4847	0	16
2015.01.26	10:00:00	132.798	132.970	132.513	132.888	5815	0	19
2015.01.26	11:00:00	132.892	133.268	132.778	132.855	5099	0	17
